type,name,adress,postal-code,city,geo-length,geo-width,open-houres,marks
POCZTA_POLSKA,UP Zwoleń,Władysława Jagiełły 10,26-700,Zwoleń,21.5819759368896,51.3552322387695,"[{""day"":""SATURDAY"",""from"":""07:30"",""to"":""13:30""},{""day"":""WORKING"",""from"":""08:00"",""to"":""18:00""}]",
POCZTA_POLSKA,FUP Łódź 4,Generała Tadeusza Kutrzeby 1,91-044,Łódź,19.4338912963867,51.7858238220215,"[{""day"":""MONDAY"",""from"":""09:00"",""to"":""19:00""},{""day"":""TUESDAY"",""from"":""09:00"",""to"":""19:00""},{""day"":""WEDNESDAY"",""from"":""09:00"",""to"":""19:00""},{""day"":""THURSDAY"",""from"":""09:00"",""to"":""19:00""},{""day"":""FRIDAY"",""from"":""10:00"",""to"":""20:00""}]",
POCZTA_POLSKA,FUP Warszawa 10,Aleja Armii Ludowej 26,00-646,Warszawa,21.0086116790771,52.2177658081055,"[{""day"":""MONDAY"",""from"":""09:00"",""to"":""12:00""},{""day"":""MONDAY"",""from"":""12:30"",""to"":""16:00""},{""day"":""TUESDAY"",""from"":""09:00"",""to"":""12:00""},{""day"":""TUESDAY"",""from"":""12:30"",""to"":""16:00""},{""day"":""WEDNESDAY"",""from"":""12:30"",""to"":""20:00""},{""day"":""THURSDAY"",""from"":""09:00"",""to"":""12:00""},{""day"":""THURSDAY"",""from"":""12:30"",""to"":""16:00""},{""day"":""FRIDAY"",""from"":""09:00"",""to"":""12:00""},{""day"":""FRIDAY"",""from"":""12:30"",""to"":""16:00""}]",
PACZKOMAT,Paczkomat OCH01N,Miłosławska 8,62-322,Orzechowo,17.48033,52.12826,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Przy sklepie Lewiatan
POCZTA_POLSKA,UP Żabia Wola,Główna 18,96-321,Żabia Wola,20.690315246582,52.0287971496582,"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""20:00""}]",
RUCH,PACZKA w RUCHu: KT-468462-47-50,Długosza 9,33-300,Nowy Sącz,20.695472,49.620964,"[{""day"":""MONDAY"",""from"":""05:00"",""to"":""17:00""},{""day"":""TUESDAY"",""from"":""05:00"",""to"":""17:00""},{""day"":""WEDNESDAY"",""from"":""05:00"",""to"":""17:00""},{""day"":""THURSDAY"",""from"":""05:00"",""to"":""17:00""},{""day"":""FRIDAY"",""from"":""05:00"",""to"":""17:00""},{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""}]",
PACZKOMAT,Paczkomat MYS01A,Ziętka 61C,41-412,Mysłowice,19.15755,50.2182,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Przy Familia Med
POCZTA_POLSKA,FUP Warszawa 44,Łukowska 2a,04-141,Warszawa,21.1127910614014,52.2368507385254,"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""13:30""},{""day"":""WORKING"",""from"":""08:00"",""to"":""19:00""}]",
POCZTA_POLSKA,FUP Ruda Śląska 1,Raciborska 1,41-700,Ruda Śląska,18.8544998168945,50.3000984191895,"[{""day"":""MONDAY"",""from"":""09:00"",""to"":""16:00""},{""day"":""TUESDAY"",""from"":""09:00"",""to"":""16:00""},{""day"":""WEDNESDAY"",""from"":""11:00"",""to"":""18:00""},{""day"":""THURSDAY"",""from"":""11:00"",""to"":""18:00""},{""day"":""FRIDAY"",""from"":""13:00"",""to"":""20:00""}]",
RUCH,PACZKA w RUCHu: WS-477349-44-31,Puławska 44,02-559,Warszawa,21.021633,52.203031,"[{""day"":""MONDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""TUESDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""WEDNESDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""THURSDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""FRIDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""SATURDAY"",""from"":""07:00"",""to"":""15:00""}]",
POCZTA_POLSKA,UP Legnica 1,Piastowska 72,59-200,Legnica,16.1634082794189,51.2122611999512,"[{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]",
POCZTA_POLSKA,UP Ostrołęka 2,Graniczna 8,07-410,Ostrołęka,21.6081409454346,53.0747146606445,"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""17:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""17:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""17:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""17:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""20:00""}]",
RUCH,PACZKA w RUCHu: WR-927988-62-39,KUSOCIŃSKIEGO 4,58-309,Wałbrzych,16.2784,50.8088,"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""20:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""20:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""20:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""20:00""},{""day"":""SATURDAY"",""from"":""08:00"",""to"":""20:00""},{""day"":""SUNDAY"",""from"":""09:00"",""to"":""19:00""}]",
POCZTA_POLSKA,FUP Warszawa 81,Tytusa Chałubińskiego 8,00-694,Warszawa,21.00417137146,52.226245880127,"[{""day"":""MONDAY"",""from"":""09:00"",""to"":""16:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""20:00""},{""day"":""WEDNESDAY"",""from"":""09:00"",""to"":""16:00""},{""day"":""THURSDAY"",""from"":""09:00"",""to"":""16:00""},{""day"":""FRIDAY"",""from"":""09:00"",""to"":""16:00""}]",
PACZKOMAT,Paczkomat RDL01G,Redło 25B,78-325,Redło,15.96699,53.77469,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Przy sklepie Lilka
RUCH,PACZKA w RUCHu: BD-865782-32-03,BYDGOSKA 1,86-100,Świecie,18.379338,53.392397,"[{""day"":""MONDAY"",""from"":""05:00"",""to"":""16:00""},{""day"":""TUESDAY"",""from"":""05:00"",""to"":""16:00""},{""day"":""WEDNESDAY"",""from"":""05:00"",""to"":""16:00""},{""day"":""THURSDAY"",""from"":""05:00"",""to"":""16:00""},{""day"":""FRIDAY"",""from"":""05:00"",""to"":""16:00""},{""day"":""SATURDAY"",""from"":""05:00"",""to"":""14:00""}]",
POCZTA_POLSKA,FUP Warszawa 97,Fasolowa 36,02-477,Warszawa,20.9058532714844,52.2003593444824,"[{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]",
PACZKOMAT,Paczkomat LOD429,Brzezińska 27/29,92-103,Łódź,19.51234,51.79528,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Przy Centrum Handlowym M1
POCZTA_POLSKA,UP Warszawa 47,Józefa Lewartowskiego 5,00-191,Warszawa,20.9952640533447,52.2519912719727,"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]",
POCZTA_POLSKA,UP Legionowo 5,Zegrzyńska 17,05-119,Legionowo,20.9496078491211,52.4046134948731,"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""19:00""}]",
POCZTA_POLSKA,FUP Warszawa 13,Jana Pawła Woronicza 50,02-631,Warszawa,21.0027103424072,52.1893157958984,"[{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]",
POCZTA_POLSKA,FUP Gąbin,Kolejowa 2,09-520,Łąck,19.6101188659668,52.4663391113281,"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""WEDNESDAY"",""from"":""13:00"",""to"":""20:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""15:00""}]",
POCZTA_POLSKA,FUP Wierzbica k. Radomia,105A,26-624,Kowala-Stępocina,21.0671634674072,51.3251647949219,"[{""day"":""MONDAY"",""from"":""08:30"",""to"":""15:30""},{""day"":""TUESDAY"",""from"":""08:30"",""to"":""15:30""},{""day"":""WEDNESDAY"",""from"":""13:00"",""to"":""20:00""},{""day"":""THURSDAY"",""from"":""08:30"",""to"":""15:30""},{""day"":""FRIDAY"",""from"":""08:30"",""to"":""15:30""}]",
POCZTA_POLSKA,UP Łysomice,Sadowa 2a,87-148,Łysomice,18.6177997589111,53.0853004455566,"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""20:00""}]",
POCZTA_POLSKA,FUP Warszawa 119,Stefana Baleya 9,02-126,Warszawa,20.9779090881348,52.1970863342285,"[{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]",
POCZTA_POLSKA,FUP Zagórów,Pyzderska 20,62-406,Lądek,17.9270477294922,52.2095375061035,"[{""day"":""MONDAY"",""from"":""09:00"",""to"":""11:00""},{""day"":""MONDAY"",""from"":""11:30"",""to"":""16:00""},{""day"":""TUESDAY"",""from"":""09:00"",""to"":""11:00""},{""day"":""TUESDAY"",""from"":""11:30"",""to"":""16:00""},{""day"":""WEDNESDAY"",""from"":""11:30"",""to"":""16:00""},{""day"":""THURSDAY"",""from"":""09:00"",""to"":""11:00""},{""day"":""THURSDAY"",""from"":""11:30"",""to"":""16:00""},{""day"":""FRIDAY"",""from"":""10:00"",""to"":""11:00""},{""day"":""FRIDAY"",""from"":""11:30"",""to"":""20:00""}]",
POCZTA_POLSKA_ZABKA,Sklep Żabka,Rolna 19,61-491,Poznań,16.9169845581055,52.3830375671387,"[{""day"":""SATURDAY"",""from"":""06:00"",""to"":""23:00""},{""day"":""WORKING"",""from"":""06:00"",""to"":""23:00""}]",
POCZTA_POLSKA,UP Międzyrzec Podlaski 1,Warszawska 34,21-560,Międzyrzec Podlaski,22.7806396484375,51.9880142211914,"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""19:00""}]",
POCZTA_POLSKA_ZABKA,Sklep Żabka,28 Czerwca 1956 R. 177,61-485,Poznań,16.9150905609131,52.3856506347656,"[{""day"":""SATURDAY"",""from"":""06:00"",""to"":""23:00""},{""day"":""WORKING"",""from"":""06:00"",""to"":""23:00""}]",
POCZTA_POLSKA,UP Sosnowiec 14,Gospodarcza 32,41-214,Sosnowiec,19.1180000305176,50.2907981872559,"[{""day"":""MONDAY"",""from"":""09:00"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""09:00"",""to"":""19:00""},{""day"":""WEDNESDAY"",""from"":""09:00"",""to"":""19:00""},{""day"":""THURSDAY"",""from"":""09:00"",""to"":""19:00""},{""day"":""FRIDAY"",""from"":""09:00"",""to"":""19:00""}]",
POCZTA_POLSKA_ZABKA,Sklep Żabka,28 Czerwca 1956 R. 177,61-485,Poznań,16.9150905609131,52.3856506347656,"[{""day"":""SATURDAY"",""from"":""06:00"",""to"":""23:00""},{""day"":""WORKING"",""from"":""06:00"",""to"":""23:00""}]",
POCZTA_POLSKA,UP Łódź 71,Obywatelska 121/129,94-114,Łódź,19.4306945800781,51.7375068664551,"[{""day"":""WORKING"",""from"":""08:30"",""to"":""20:00""}]",
POCZTA_POLSKA,UP Łódź 42,Maurycego Mochnackiego 1/3,93-159,Łódź,19.4750995635986,51.7318344116211,"[{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]",
POCZTA_POLSKA,UP Łódź 21,Kapitana Pilota Franciszka Żwirki 1B,90-449,Łódź,19.4578170776367,51.7559585571289,"[{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]",
POCZTA_POLSKA,UP Łódź 20,Łagiewnicka 99,91-860,Łódź,19.4573669433594,51.7993659973145,"[{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]",
POCZTA_POLSKA,FUP Gąbin,Kolejowa 2,09-520,Łąck,19.6101188659668,52.4663391113281,"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""WEDNESDAY"",""from"":""13:00"",""to"":""20:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""15:00""}]",
POCZTA_POLSKA,FUP Sochaczew 1,Ojca Maksymiliana Kolbego 6,96-515,Paprotnia,20.4228687286377,52.2047080993652,"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""20:00""}]",
POCZTA_POLSKA,FUP Wierzbica k. Radomia,105A,26-624,Kowala-Stępocina,21.0671634674072,51.3251647949219,"[{""day"":""MONDAY"",""from"":""08:30"",""to"":""15:30""},{""day"":""TUESDAY"",""from"":""08:30"",""to"":""15:30""},{""day"":""WEDNESDAY"",""from"":""13:00"",""to"":""20:00""},{""day"":""THURSDAY"",""from"":""08:30"",""to"":""15:30""},{""day"":""FRIDAY"",""from"":""08:30"",""to"":""15:30""}]",
PACZKOMAT,Paczkomat WRO986,Krzywoustego 110,51-421,Wrocław,17.08194,51.13965,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Przy Centrum Handlowym Młyn
POCZTA_POLSKA,UP Krokowa,Wejherowska 3,84-110,Krokowa,18.1646862030029,54.778263092041,"[{""day"":""MONDAY"",""from"":""10:00"",""to"":""17:00""},{""day"":""TUESDAY"",""from"":""10:00"",""to"":""17:00""},{""day"":""WEDNESDAY"",""from"":""10:00"",""to"":""17:00""},{""day"":""THURSDAY"",""from"":""10:00"",""to"":""17:00""},{""day"":""FRIDAY"",""from"":""13:00"",""to"":""20:00""}]",
PACZKOMAT,Paczkomat LOD078,Tuszyńska 35,93-020,Łódź,19.46889,51.72936,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Przy sklepie warzywnym
POCZTA_POLSKA,UP Skierniewice 2,Adama Mickiewicza 2/4,96-102,Skierniewice,20.1515426635742,51.9659118652344,"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]",
POCZTA_POLSKA,UP Sierakowice,Dworcowa 15,83-340,Sierakowice,17.8951225280762,54.3509902954102,"[{""day"":""MONDAY"",""from"":""08:30"",""to"":""16:00""},{""day"":""TUESDAY"",""from"":""08:30"",""to"":""16:00""},{""day"":""WEDNESDAY"",""from"":""08:30"",""to"":""16:00""},{""day"":""THURSDAY"",""from"":""08:30"",""to"":""16:00""},{""day"":""FRIDAY"",""from"":""13:00"",""to"":""20:00""}]",
POCZTA_POLSKA,UP Łódź 8,Piotrkowska 17,90-407,Łódź,19.454984664917,51.7738418579102,"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""09:00"",""to"":""19:30""}]",
POCZTA_POLSKA,UP Białystok 27,Bitwy Białostockiej 8A,15-100,Białystok,23.1641368865967,53.1479873657227,"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""18:00""}]",
POCZTA_POLSKA,UP Białystok 21,Ciepła 15,15-471,Białystok,23.1655902862549,53.1403160095215,"[{""day"":""MONDAY"",""from"":""10:00"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""10:00"",""to"":""18:00""},{""day"":""WEDNESDAY"",""from"":""10:00"",""to"":""18:00""},{""day"":""THURSDAY"",""from"":""10:00"",""to"":""18:00""},{""day"":""FRIDAY"",""from"":""10:00"",""to"":""18:00""}]",
POCZTA_POLSKA,UP Białystok 16,Władysława Broniewskiego 4,15-792,Białystok,23.1334953308105,53.141487121582,"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""18:00""}]",
PACZKOMAT,Paczkomat PRD01A,T. Kościuszki 74,48-200,Prudnik,17.56646,50.32129,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Stacja paliw Arriva
PACZKOMAT,Paczkomat WGR01D,Wyszyńskiego 7,07-100,Węgrów,22.01882,52.39566,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Przy Galerii Mistrza Jana
PACZKOMAT,Paczkomat WRO986,Krzywoustego 110,51-421,Wrocław,17.08194,51.13965,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Przy Centrum Handlowym Młyn
POCZTA_POLSKA,UP Stoczek Łukowski,Wyzwolenia 6,21-450,Stoczek Łukowski,21.9702682495117,51.9616661071777,"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""TUESDAY"",""from"":""07:30"",""to"":""18:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""19:00""},{""day"":""SATURDAY"",""from"":""08:00"",""to"":""13:00""}]",
POCZTA_POLSKA,UP Lubin 4,Tadeusza Kościuszki 11,59-302,Lubin,16.2064990997314,51.4019012451172,"[{""day"":""WORKING"",""from"":""08:00"",""to"":""20:00""}]",
POCZTA_POLSKA,UP Małkinia Górna,Nurska 13,07-320,Małkinia Górna,22.0453681945801,52.6922073364258,"[{""day"":""MONDAY"",""from"":""08:30"",""to"":""15:00""},{""day"":""TUESDAY"",""from"":""08:30"",""to"":""15:00""},{""day"":""WEDNESDAY"",""from"":""08:30"",""to"":""20:00""},{""day"":""THURSDAY"",""from"":""08:30"",""to"":""15:00""},{""day"":""FRIDAY"",""from"":""08:30"",""to"":""15:00""}]",
POCZTA_POLSKA,UP Piwniczna-Zdrój,Rynek 12,33-350,Piwniczna-Zdrój,20.7153015136719,49.4411468505859,"[{""day"":""SATURDAY"",""from"":""07:30"",""to"":""13:30""},{""day"":""WORKING"",""from"":""07:00"",""to"":""19:00""}]",
POCZTA_POLSKA,UP Łazy 1,Tadeusza Kościuszki 72,42-450,Łazy,19.3976001739502,50.4273986816406,"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""18:00""}]",
PACZKOMAT,Paczkomat WAW46N,Przedpole 1A,02-241,Warszawa,20.94,52.19125,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Stacja paliw Artus
POCZTA_POLSKA,UP Więcbork,Pocztowa 5,89-410,Więcbork,17.4896869659424,53.3541069030762,"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""12:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""18:00""}]",
POCZTA_POLSKA,UP Brusy,Dworcowa 14,89-632,Brusy,17.72682762146,53.8842582702637,"[{""day"":""SATURDAY"",""from"":""09:30"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:30"",""to"":""17:00""}]",
POCZTA_POLSKA,UP Wilamowice k. Oświęcimia,Rynek 1,43-330,Wilamowice,19.1526966094971,49.916259765625,"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""17:00""}]",
PACZKOMAT,Paczkomat WAW46N,Przedpole 1A,02-241,Warszawa,20.94,52.19125,"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]",Stacja paliw Artus
POCZTA_POLSKA,UP Wilkowice,Wiśniowa 4,43-365,Wilkowice,19.0953807830811,49.7606811523437,"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""17:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""18:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""17:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""20:00""}]",
POCZTA_POLSKA,UP Wiskitki,Plac Wolności 26,96-315,Wiskitki,20.3838863372803,52.0867233276367,"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""FRIDAY"",""from"":""10:00"",""to"":""20:00""}]",
POCZTA_POLSKA,UP Wiślica,Rynek 24,28-160,Wiślica,20.6724967956543,50.3498153686523,"[{""day"":""MONDAY"",""from"":""11:00"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""15:00""}]",
POCZTA_POLSKA,UP Warszawa 57,Marszałkowska 26,00-577,Warszawa,21.0197906494141,52.2176742553711,"[{""day"":""WORKING"",""from"":""08:00"",""to"":""20:30""}]",
POCZTA_POLSKA_RUCH,Kiosk/Salonik RUCH,Jędrzeja Śniadeckiego 22A,32-600,Oświęcim,19.2385997772217,50.0341987609863,"[{""day"":""SATURDAY"",""from"":""06:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""06:00"",""to"":""16:00""}]",
POCZTA_POLSKA_RUCH,Kiosk/Salonik RUCH,Aleja Komandosów 36,04-485,Warszawa,21.1639995574951,52.2541007995605,"[{""day"":""SATURDAY"",""from"":""06:00"",""to"":""15:00""},{""day"":""WORKING"",""from"":""06:00"",""to"":""18:00""}]",
POCZTA_POLSKA_RUCH,Kiosk/Salonik RUCH,Wolności 109,41-800,Zabrze,18.7528991699219,50.3054008483887,"[{""day"":""SATURDAY"",""from"":""07:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""06:00"",""to"":""17:00""}]",
